height,weight,label
119,64,fat
112,65,fat
150,61,fat
151,61,fat
160,58,normal
183,55,thin
199,61,thin
120,64,fat
148,64,fat
114,62,fat
128,63,fat
168,57,normal
193,55,thin
158,58,normal
169,57,normal
195,61,thin
177,59,normal
124,60,fat
215,60,thin
120,64,fat
220,57,thin
136,61,fat
182,63,normal
204,55,thin
138,56,fat
202,58,thin
215,63,thin
171,59,normal
138,61,fat
196,61,thin
112,58,fat
163,64,normal
170,57,normal
182,63,normal
159,61,normal
125,61,fat
119,60,fat
118,58,fat
161,65,fat
203,57,thin
123,61,fat
163,63,normal
153,57,normal
127,62,fat
190,60,thin
160,56,normal
182,64,normal
219,65,thin
220,55,thin
124,61,fat
110,64,fat
135,58,fat
206,65,thin
111,56,fat
129,60,fat
184,65,normal
178,55,thin
149,62,fat
111,60,fat
122,60,fat
120,60,fat
215,65,thin
133,62,fat
192,62,thin
216,58,thin
140,55,fat
121,60,fat
204,63,thin
213,61,thin
117,57,fat
180,60,normal
150,62,fat
128,58,fat
182,65,normal
170,62,normal
195,57,thin
159,65,fat
158,58,normal
156,62,fat
134,59,fat
185,57,thin
206,60,thin
182,60,thin
176,59,normal
160,60,normal
208,60,thin
137,62,fat
216,55,thin
142,58,fat
219,61,thin
133,63,fat
171,59,normal
141,56,fat
147,59,fat
144,60,fat
194,56,thin
182,57,thin
193,59,thin
121,59,fat
137,59,fat
215,56,thin
182,63,normal
213,60,thin
200,55,thin
124,64,fat
139,64,fat
213,59,thin
185,63,thin
186,60,thin
203,59,thin
167,63,normal
205,57,thin
213,65,thin
206,65,thin
148,56,fat
205,56,thin
120,60,fat
200,65,thin
146,63,fat
121,57,fat
211,59,thin
136,64,fat
154,63,fat
178,59,normal
129,63,fat
148,63,fat
148,55,fat
146,56,fat
199,62,thin
194,55,thin
170,65,normal
204,63,thin
164,60,normal
137,56,fat
164,64,normal
126,58,fat
205,57,thin
167,64,normal
157,58,normal
110,58,fat
110,60,fat
201,58,thin
188,65,thin
119,56,fat
127,56,fat
124,58,fat
159,58,normal
203,63,thin
153,56,normal
149,60,fat
217,58,thin
180,65,normal
198,56,thin
126,56,fat
208,55,thin
195,59,thin
127,65,fat
181,60,thin
190,55,thin
121,61,fat
149,55,normal
180,56,thin
167,57,normal
168,58,normal
129,63,fat
136,55,fat
193,56,thin
199,56,thin
220,56,thin
150,59,fat
203,62,thin
127,64,fat
199,65,thin
136,61,fat
162,58,normal
164,59,normal
111,59,fat
198,56,thin
206,59,thin
197,58,thin
128,63,fat
185,60,thin
142,55,fat
122,56,fat
171,65,normal
200,65,thin
163,58,normal
115,56,fat
219,58,thin
154,64,fat
168,57,normal
193,59,thin
134,62,fat
150,60,fat
155,58,normal
130,65,fat
167,58,normal
137,61,fat
139,61,fat
218,60,thin
119,62,fat
178,63,normal
207,65,thin
166,65,normal
211,65,thin
124,64,fat
146,60,fat
220,62,thin
116,63,fat
129,59,fat
214,65,thin
219,58,thin
176,62,normal
180,55,thin
180,56,thin
124,59,fat
146,58,fat
163,58,normal
127,59,fat
215,57,thin
215,56,thin
194,62,thin
163,61,normal
182,56,thin
150,59,fat
200,65,thin
198,55,thin
130,55,fat
216,57,thin
207,58,thin
117,62,fat
120,58,fat
197,59,thin
201,59,thin
148,60,fat
126,57,fat
183,58,thin
173,58,normal
110,62,fat
117,58,fat
114,65,fat
197,55,thin
174,65,normal
127,58,fat
142,64,fat
212,59,thin
127,61,fat
215,62,thin
217,65,thin
198,58,thin
158,58,normal
202,58,thin
185,61,thin
144,61,fat
149,60,fat
124,56,fat
131,56,fat
210,57,thin
200,62,thin
128,63,fat
179,60,normal
161,59,normal
138,63,fat
142,63,fat
131,57,fat
120,57,fat
127,62,fat
175,65,normal
154,62,fat
116,65,fat
133,63,fat
146,58,fat
189,56,thin
123,65,fat
197,58,thin
114,56,fat
177,60,normal
208,60,thin
167,65,normal
165,63,normal
119,59,fat
181,62,normal
186,65,normal
163,57,normal
127,64,fat
205,60,thin
159,63,normal
122,56,fat
180,56,thin
195,62,thin
117,64,fat
166,58,normal
115,56,fat
169,56,normal
203,65,thin
214,58,thin
212,57,thin
153,56,normal
115,57,fat
202,65,thin
150,63,fat
172,64,normal
121,62,fat
170,62,normal
180,56,thin
197,65,thin
155,64,fat
197,63,thin
190,64,thin
177,62,normal
201,65,thin
202,57,thin
176,56,thin
205,57,thin
185,58,thin
111,63,fat
145,61,fat
218,63,thin
216,56,thin
112,62,fat
153,65,fat
216,58,thin
148,61,fat
131,58,fat
171,61,normal
136,65,fat
111,59,fat
202,56,thin
189,61,thin
213,65,thin
214,65,thin
138,64,fat
111,55,fat
209,58,thin
150,56,normal
112,55,fat
208,63,thin
156,56,normal
119,58,fat
197,58,thin
188,65,thin
175,64,normal
120,56,fat
185,62,thin
135,63,fat
198,56,thin
128,58,fat
148,57,fat
199,59,thin
191,60,thin
114,58,fat
145,63,fat
203,59,thin
205,63,thin
173,62,normal
157,56,normal
163,60,normal
170,57,normal
166,55,normal
220,60,thin
209,58,thin
215,58,thin
146,59,fat
142,60,fat
186,60,thin
197,65,thin
151,64,fat
190,60,thin
205,61,thin
127,57,fat
191,58,thin
174,65,normal
197,61,thin
206,56,thin
182,59,thin
135,55,fat
161,65,fat
122,63,fat
176,65,normal
181,60,thin
216,63,thin
164,65,normal
163,60,normal
193,59,thin
120,56,fat
133,64,fat
112,59,fat
136,60,fat
205,63,thin
167,59,normal
139,61,fat
161,55,normal
113,63,fat
213,65,thin
186,59,thin
183,60,thin
152,64,fat
195,64,thin
206,56,thin
215,56,thin
204,62,thin
123,62,fat
140,63,fat
211,61,thin
135,61,fat
176,56,thin
126,64,fat
177,65,normal
199,58,thin
170,63,normal
123,60,fat
208,59,thin
207,63,thin
174,63,normal
150,55,normal
192,65,thin
112,56,fat
115,62,fat
210,63,thin
110,58,fat
162,59,normal
156,63,fat
142,57,fat
211,56,thin
218,57,thin
172,65,normal
131,65,fat
175,55,thin
123,57,fat
199,61,thin
122,63,fat
169,59,normal
205,60,thin
157,58,normal
144,61,fat
165,58,normal
151,59,fat
110,62,fat
177,58,normal
176,56,thin
182,60,thin
211,56,thin
156,59,normal
117,58,fat
171,58,normal
169,60,normal
196,57,thin
117,65,fat
142,57,fat
182,57,thin
193,65,thin
201,59,thin
205,57,thin
193,56,thin
183,56,thin
199,64,thin
187,59,thin
214,64,thin
113,60,fat
190,65,thin
124,62,fat
129,57,fat
154,59,normal
177,56,thin
131,58,fat
181,65,normal
130,62,fat
163,60,normal
206,64,thin
128,57,fat
149,59,fat
190,62,thin
122,57,fat
187,65,normal
140,56,fat
176,65,normal
169,60,normal
130,58,fat
201,64,thin
213,61,thin
134,59,fat
199,61,thin
190,62,thin
153,63,fat
215,65,thin
174,59,normal
174,58,normal
187,65,normal
208,64,thin
153,60,fat
116,63,fat
185,61,thin
178,58,thin
126,59,fat
162,65,normal
185,56,thin
219,60,thin
123,60,fat
124,56,fat
159,60,normal
195,56,thin
145,56,fat
135,57,fat
162,57,normal
111,61,fat
135,64,fat
176,63,normal
158,64,fat
173,59,normal
213,62,thin
125,59,fat
208,58,thin
165,60,normal
143,62,fat
172,62,normal
125,59,fat
194,61,thin
195,60,thin
193,56,thin
139,62,fat
127,56,fat
111,56,fat
198,62,thin
202,55,thin
136,65,fat
216,57,thin
180,59,thin
121,60,fat
201,61,thin
203,62,thin
166,56,normal
158,57,normal
129,63,fat
154,58,normal
155,56,normal
213,63,thin
207,62,thin
156,56,normal
173,58,normal
112,62,fat
183,59,thin
182,60,thin
218,59,thin
188,59,thin
205,58,thin
172,64,normal
113,56,fat
150,55,normal
126,57,fat
128,57,fat
187,60,thin
207,56,thin
167,59,normal
115,56,fat
112,60,fat
178,64,normal
127,55,fat
113,65,fat
201,63,thin
155,62,fat
203,58,thin
125,55,fat
200,62,thin
215,56,thin
110,55,fat
140,57,fat
168,65,normal
131,55,fat
155,65,fat
126,59,fat
138,64,fat
167,57,normal
149,62,fat
176,55,thin
202,63,thin
115,65,fat
197,60,thin
126,59,fat
119,61,fat
202,64,thin
187,55,thin
128,65,fat
139,60,fat
179,61,normal
217,62,thin
186,64,thin
143,65,fat
121,56,fat
129,62,fat
110,55,fat
119,55,fat
218,64,thin
141,62,fat
115,62,fat
118,58,fat
130,59,fat
215,63,thin
166,61,normal
191,57,thin
127,57,fat
117,60,fat
146,55,fat
184,65,normal
138,65,fat
157,63,fat
112,55,fat
151,65,fat
208,63,thin
220,65,thin
126,65,fat
198,61,thin
128,63,fat
112,62,fat
148,60,fat
133,61,fat
168,62,normal
138,62,fat
143,58,fat
191,55,thin
153,65,fat
148,63,fat
138,57,fat
199,63,thin
178,59,normal
171,57,normal
122,64,fat
121,65,fat
113,60,fat
110,55,fat
193,62,thin
178,55,thin
125,57,fat
145,56,fat
165,59,normal
125,65,fat
180,63,normal
218,60,thin
169,63,normal
182,58,thin
217,57,thin
158,61,normal
168,63,normal
185,63,thin
172,65,normal
149,55,normal
151,58,fat
137,59,fat
169,64,normal
134,63,fat
155,57,normal
144,55,fat
183,63,normal
183,62,normal
148,58,fat
155,57,normal
197,61,thin
157,60,normal
166,64,normal
110,58,fat
205,58,thin
173,57,normal
142,65,fat
149,59,fat
152,62,fat
194,58,thin
173,55,thin
159,56,normal
137,63,fat
176,59,normal
143,56,fat
182,55,thin
186,59,thin
119,65,fat
194,61,thin
205,57,thin
182,58,thin
189,55,thin
220,56,thin
158,58,normal
128,61,fat
202,56,thin
162,55,normal
123,63,fat
152,65,fat
166,64,normal
168,65,normal
183,55,thin
117,57,fat
198,57,thin
168,59,normal
175,62,normal
110,65,fat
130,64,fat
218,57,thin
205,60,thin
120,62,fat
160,63,normal
153,60,fat
123,56,fat
121,63,fat
152,65,fat
163,65,normal
151,57,normal
121,61,fat
150,58,fat
202,60,thin
216,59,thin
153,63,fat
159,55,normal
165,62,normal
168,65,normal
147,55,fat
215,64,thin
133,55,fat
209,64,thin
115,63,fat
125,56,fat
166,64,normal
208,63,thin
176,60,normal
186,55,thin
127,62,fat
167,58,normal
203,61,thin
122,63,fat
120,55,fat
178,59,normal
190,58,thin
216,65,thin
158,63,fat
193,63,thin
126,55,fat
204,64,thin
171,63,normal
213,61,thin
218,58,thin
172,58,normal
132,63,fat
138,57,fat
150,57,fat
216,61,thin
191,65,thin
147,58,fat
121,59,fat
134,65,fat
177,65,normal
214,59,thin
134,56,fat
128,60,fat
149,57,fat
201,65,thin
183,62,normal
185,61,thin
186,55,thin
155,64,fat
207,65,thin
169,62,normal
192,57,thin
185,57,thin
193,57,thin
184,61,thin
196,61,thin
219,58,thin
117,59,fat
174,57,normal
202,65,thin
160,57,normal
117,64,fat
143,63,fat
173,58,normal
162,65,normal
156,55,normal
167,60,normal
216,57,thin
138,59,fat
135,57,fat
115,56,fat
178,64,normal
115,56,fat
151,60,fat
192,60,thin
218,63,thin
165,58,normal
131,61,fat
174,58,normal
149,56,fat
201,57,thin
116,62,fat
177,63,normal
169,63,normal
171,65,normal
198,56,thin
190,61,thin
167,64,normal
193,59,thin
141,61,fat
202,64,thin
201,56,thin
195,55,thin
130,58,fat
197,61,thin
197,57,thin
220,62,thin
171,60,normal
219,57,thin
140,62,fat
163,62,normal
214,63,thin
195,56,thin
117,59,fat
180,62,normal
161,62,normal
130,61,fat
203,59,thin
158,63,fat
110,64,fat
191,60,thin
165,56,normal
113,63,fat
120,58,fat
148,64,fat
178,65,normal
187,62,thin
187,55,thin
215,65,thin
145,61,fat
149,55,normal
120,63,fat
200,57,thin
197,60,thin
136,59,fat
215,56,thin
154,59,normal
133,63,fat
142,59,fat
211,63,thin
147,64,fat
210,56,thin
215,63,thin
124,61,fat
114,56,fat
125,59,fat
114,58,fat
120,64,fat
176,58,normal
169,59,normal
186,65,normal
194,63,thin
128,62,fat
182,58,thin
156,64,fat
134,64,fat
173,65,normal
142,65,fat
138,59,fat
151,62,fat
174,57,normal
113,64,fat
218,56,thin
204,55,thin
137,57,fat
119,64,fat
186,55,thin
118,55,fat
216,58,thin
131,60,fat
140,63,fat
120,61,fat
164,63,normal
160,59,normal
194,62,thin
141,64,fat
216,58,thin
202,63,thin
220,62,thin
168,57,normal
171,59,normal
121,56,fat
219,59,thin
159,58,normal
111,59,fat
184,58,thin
115,65,fat
190,59,thin
220,59,thin
182,55,thin
185,55,thin
219,63,thin
141,64,fat
157,61,normal
196,65,thin
120,57,fat
187,62,thin
199,61,thin
172,63,normal
119,61,fat
212,64,thin
148,62,fat
182,58,thin
220,59,thin
196,64,thin
156,60,normal
136,60,fat
190,64,thin
154,65,fat
220,61,thin
184,57,thin
131,59,fat
130,55,fat
153,57,normal
130,56,fat
170,55,normal
111,60,fat
204,63,thin
185,64,normal
204,64,thin
128,55,fat
141,62,fat
122,64,fat
151,62,fat
129,56,fat
159,64,fat
177,64,normal
120,63,fat
184,55,thin
143,60,fat
187,56,thin
184,56,thin
171,62,normal
205,55,thin
192,56,thin
124,60,fat
136,57,fat
212,55,thin
183,59,thin
220,55,thin
111,60,fat
150,61,fat
184,59,thin
187,63,thin
173,61,normal
169,57,normal
197,55,thin
161,60,normal
148,59,fat
176,55,thin
218,61,thin
188,55,thin
216,60,thin
114,60,fat
179,64,normal
162,62,normal
216,63,thin
110,64,fat
194,59,thin
113,60,fat
183,57,thin
177,55,thin
142,62,fat
164,64,normal
146,58,fat
195,65,thin
178,62,normal
178,55,thin
112,55,fat
156,64,fat
174,65,normal
139,63,fat
153,56,normal
118,61,fat
155,64,fat
204,55,thin
123,63,fat
151,61,fat
145,57,fat
116,55,fat
217,61,thin
111,61,fat
170,64,normal
202,61,thin
194,55,thin
139,63,fat
220,65,thin
111,64,fat
185,56,thin
130,64,fat
194,58,thin
199,55,thin
171,62,normal
150,55,normal
191,57,thin
173,63,normal
192,60,thin
187,57,thin
214,62,thin
161,64,normal
159,63,normal
201,56,thin
197,56,thin
209,62,thin
136,56,fat
175,65,normal
114,55,fat
207,60,thin
185,62,thin
126,55,fat
179,59,thin
176,59,normal
168,64,normal
202,57,thin
219,55,thin
174,57,normal
111,57,fat
134,59,fat
157,60,normal
178,59,normal
121,59,fat
121,55,fat
144,57,fat
154,58,normal
148,60,fat
169,59,normal
168,58,normal
179,64,normal
200,65,thin
219,58,thin
219,61,thin
203,60,thin
174,60,normal
171,62,normal
123,56,fat
214,60,thin
114,61,fat
135,62,fat
182,65,normal
125,60,fat
173,60,normal
214,57,thin
207,55,thin
171,62,normal
203,65,thin
132,59,fat
138,57,fat
181,58,thin
187,60,thin
124,65,fat
161,61,normal
118,59,fat
219,59,thin
124,64,fat
199,61,thin
211,59,thin
118,59,fat
133,56,fat
120,56,fat
138,57,fat
168,61,normal
142,55,fat
217,58,thin
149,56,fat
129,55,fat
189,63,thin
142,58,fat
193,60,thin
142,60,fat
127,55,fat
110,64,fat
142,59,fat
215,59,thin
150,61,fat
213,60,thin
185,65,normal
170,60,normal
217,64,thin
139,58,fat
202,57,thin
153,56,normal
158,60,normal
165,59,normal
174,57,normal
190,58,thin
168,65,normal
120,64,fat
200,62,thin
215,63,thin
137,56,fat
137,58,fat
116,55,fat
210,63,thin
159,56,normal
120,63,fat
173,59,normal
190,59,thin
155,55,normal
219,61,thin
191,58,thin
149,56,fat
212,63,thin
185,56,thin
152,65,fat
154,61,fat
176,65,normal
219,55,thin
123,57,fat
207,58,thin
160,59,normal
144,56,fat
140,63,fat
169,58,normal
167,55,normal
111,60,fat
163,61,normal
214,64,thin
127,57,fat
199,57,thin
199,59,thin
125,61,fat
206,60,thin
196,65,thin
159,55,normal
149,59,fat
157,64,fat
127,63,fat
150,64,fat
203,59,thin
195,60,thin
201,64,thin
156,55,normal
163,64,normal
207,62,thin
174,56,thin
187,61,thin
154,59,normal
189,63,thin
173,61,normal
156,61,fat
193,64,thin
157,62,fat
119,62,fat
185,64,normal
149,63,fat
159,57,normal
215,58,thin
114,55,fat
156,57,normal
166,65,normal
151,61,fat
154,58,normal
158,59,normal
151,61,fat
130,59,fat
200,63,thin
145,57,fat
194,63,thin
128,57,fat
183,62,normal
213,64,thin
116,58,fat
199,61,thin
121,60,fat
131,55,fat
182,57,thin
180,62,normal
155,62,fat
158,61,normal
205,65,thin
181,62,normal
120,62,fat
150,61,fat
152,56,normal
124,63,fat
152,62,fat
169,62,normal
177,60,normal
166,60,normal
208,55,thin
158,55,normal
219,57,thin
186,55,thin
214,61,thin
203,64,thin
175,63,normal
136,60,fat
187,65,normal
177,63,normal
212,65,thin
153,63,fat
206,59,thin
188,56,thin
138,57,fat
139,61,fat
200,59,thin
199,62,thin
145,60,fat
189,65,thin
167,63,normal
135,57,fat
158,63,fat
159,59,normal
214,64,thin
192,55,thin
209,62,thin
135,61,fat
184,64,normal
199,60,thin
186,63,thin
169,65,normal
213,62,thin
208,60,thin
159,57,normal
128,65,fat
126,55,fat
159,55,normal
133,61,fat
164,63,normal
144,63,fat
167,61,normal
125,60,fat
111,62,fat
167,62,normal
145,55,fat
125,65,fat
125,55,fat
220,55,thin
166,55,normal
201,55,thin
208,55,thin
137,65,fat
178,63,normal
202,62,thin
111,63,fat
173,61,normal
159,62,normal
186,65,normal
150,65,fat
198,62,thin
191,56,thin
143,59,fat
181,58,thin
174,60,normal
220,56,thin
199,64,thin
112,62,fat
191,61,thin
173,58,normal
159,63,normal
193,56,thin
191,64,thin
207,61,thin
128,65,fat
130,64,fat
145,58,fat
110,65,fat
191,63,thin
155,63,fat
200,65,thin
205,61,thin
144,65,fat
191,65,thin
173,58,normal
184,63,normal
140,65,fat
116,55,fat
150,63,fat
150,65,fat
158,62,normal
174,60,normal
149,65,fat
197,62,thin
138,61,fat
124,60,fat
135,65,fat
193,58,thin
152,62,fat
200,60,thin
146,61,fat
174,58,normal
110,56,fat
183,56,thin
159,62,normal
204,58,thin
176,61,normal
202,56,thin
194,55,thin
110,65,fat
189,63,thin
166,61,normal
157,59,normal
159,59,normal
151,57,normal
158,59,normal
177,60,normal
132,56,fat
144,60,fat
152,63,fat
132,55,fat
134,63,fat
183,65,normal
175,63,normal
141,65,fat
126,55,fat
182,61,thin
192,58,thin
151,59,fat
151,58,fat
166,56,normal
183,63,normal
125,58,fat
180,55,thin
152,59,fat
147,57,fat
144,57,fat
157,58,normal
163,57,normal
115,60,fat
181,65,normal
138,64,fat
219,65,thin
181,63,normal
186,61,thin
135,58,fat
131,60,fat
199,62,thin
154,62,fat
121,57,fat
133,58,fat
146,61,fat
211,58,thin
208,65,thin
207,60,thin
152,59,fat
143,62,fat
123,65,fat
209,58,thin
214,65,thin
205,64,thin
202,58,thin
148,60,fat
148,63,fat
128,59,fat
165,58,normal
175,64,normal
137,60,fat
138,55,fat
169,65,normal
170,55,normal
164,59,normal
180,57,thin
114,57,fat
152,64,fat
206,55,thin
191,62,thin
181,58,thin
163,62,normal
170,59,normal
185,56,thin
121,58,fat
161,63,normal
179,63,normal
200,65,thin
132,56,fat
125,57,fat
130,59,fat
191,62,thin
124,55,fat
201,56,thin
127,58,fat
117,62,fat
130,57,fat
125,59,fat
211,65,thin
132,64,fat
132,61,fat
146,63,fat
147,62,fat
132,65,fat
182,55,thin
132,65,fat
202,61,thin
162,61,normal
144,60,fat
127,55,fat
194,63,thin
144,63,fat
156,56,normal
113,57,fat
183,56,thin
172,59,normal
158,60,normal
119,55,fat
205,57,thin
182,57,thin
202,63,thin
145,62,fat
168,58,normal
187,57,thin
139,59,fat
196,59,thin
112,64,fat
212,60,thin
217,64,thin
141,63,fat
190,65,thin
188,63,thin
178,56,thin
129,56,fat
171,59,normal
197,62,thin
177,61,normal
134,64,fat
175,56,thin
217,64,thin
167,58,normal
140,65,fat
157,59,normal
131,62,fat
175,55,thin
163,63,normal
174,57,normal
186,60,thin
157,61,normal
144,56,fat
152,55,normal
171,57,normal
140,59,fat
117,55,fat
178,62,normal
146,59,fat
149,60,fat
115,64,fat
191,62,thin
184,57,thin
165,62,normal
140,56,fat
206,64,thin
135,60,fat
184,58,thin
134,62,fat
165,65,normal
150,59,fat
170,58,normal
120,61,fat
158,56,normal
206,59,thin
162,62,normal
148,56,fat
213,64,thin
120,62,fat
145,60,fat
216,64,thin
150,62,fat
127,56,fat
114,65,fat
164,64,normal
117,62,fat
201,59,thin
136,58,fat
148,59,fat
178,62,normal
139,62,fat
215,55,thin
142,57,fat
194,56,thin
177,63,normal
202,60,thin
133,60,fat
183,63,normal
170,61,normal
136,65,fat
196,64,thin
212,60,thin
187,55,thin
143,62,fat
110,59,fat
155,62,fat
193,56,thin
166,63,normal
213,64,thin
132,57,fat
146,61,fat
206,58,thin
168,62,normal
154,61,fat
145,60,fat
170,64,normal
119,64,fat
133,65,fat
132,56,fat
149,65,fat
209,61,thin
130,56,fat
206,57,thin
157,56,normal
173,64,normal
177,65,normal
134,58,fat
178,55,thin
199,57,thin
219,61,thin
135,56,fat
130,59,fat
139,56,fat
175,59,normal
172,55,normal
135,64,fat
194,61,thin
160,63,normal
152,64,fat
115,59,fat
131,59,fat
139,58,fat
210,62,thin
190,59,thin
140,57,fat
145,58,fat
197,64,thin
208,58,thin
198,55,thin
156,57,normal
173,56,normal
161,60,normal
199,57,thin
178,56,thin
216,65,thin
131,59,fat
140,58,fat
169,59,normal
188,55,thin
133,57,fat
141,56,fat
128,55,fat
120,60,fat
160,61,normal
211,56,thin
127,60,fat
149,57,fat
198,57,thin
118,56,fat
146,62,fat
136,61,fat
133,64,fat
174,63,normal
184,57,thin
146,64,fat
130,62,fat
212,60,thin
189,57,thin
122,65,fat
143,63,fat
186,63,thin
146,60,fat
163,60,normal
148,64,fat
134,63,fat
192,56,thin
157,64,fat
172,65,normal
215,61,thin
161,60,normal
138,55,fat
160,59,normal
203,65,thin
187,57,thin
198,58,thin
118,65,fat
207,64,thin
218,65,thin
165,63,normal
141,63,fat
157,57,normal
187,60,thin
161,56,normal
112,60,fat
124,65,fat
119,60,fat
151,61,fat
182,58,thin
194,61,thin
211,63,thin
120,60,fat
192,64,thin
214,58,thin
145,61,fat
217,61,thin
166,60,normal
133,57,fat
164,57,normal
144,57,fat
184,55,thin
157,61,normal
121,60,fat
162,65,normal
122,65,fat
123,63,fat
123,56,fat
136,55,fat
181,58,thin
220,63,thin
135,64,fat
151,64,fat
127,64,fat
202,61,thin
166,60,normal
190,62,thin
181,62,normal
127,56,fat
185,55,thin
131,57,fat
150,56,normal
131,55,fat
143,56,fat
148,61,fat
148,55,fat
126,55,fat
115,57,fat
172,60,normal
170,58,normal
165,57,normal
201,57,thin
182,62,normal
122,58,fat
146,64,fat
168,57,normal
207,63,thin
186,57,thin
155,63,fat
203,65,thin
203,58,thin
214,64,thin
155,65,fat
114,63,fat
136,63,fat
190,59,thin
177,59,normal
123,57,fat
197,65,thin
176,65,normal
174,57,normal
215,59,thin
155,57,normal
137,61,fat
138,63,fat
163,57,normal
213,63,thin
174,65,normal
126,60,fat
119,60,fat
127,57,fat
201,61,thin
129,58,fat
153,64,fat
174,60,normal
195,56,thin
154,59,normal
169,57,normal
128,58,fat
168,63,normal
187,65,normal
205,57,thin
185,55,thin
209,59,thin
144,63,fat
172,59,normal
208,57,thin
122,55,fat
133,56,fat
134,62,fat
203,59,thin
214,62,thin
166,62,normal
196,56,thin
170,63,normal
130,56,fat
124,65,fat
133,61,fat
135,65,fat
211,58,thin
211,60,thin
216,58,thin
177,63,normal
129,56,fat
144,59,fat
192,62,thin
197,61,thin
203,57,thin
176,56,thin
180,63,normal
121,56,fat
151,59,fat
144,57,fat
191,60,thin
133,55,fat
192,56,thin
155,65,fat
143,55,fat
191,56,thin
138,65,fat
153,56,normal
147,61,fat
175,55,thin
144,60,fat
154,61,fat
131,65,fat
211,57,thin
147,56,fat
212,65,thin
124,63,fat
144,65,fat
158,60,normal
166,60,normal
146,61,fat
132,57,fat
142,57,fat
203,56,thin
183,64,normal
209,58,thin
212,65,thin
170,56,normal
178,56,thin
127,62,fat
189,56,thin
144,59,fat
172,59,normal
184,63,normal
148,65,fat
159,56,normal
136,61,fat
169,65,normal
208,65,thin
186,65,normal
148,60,fat
127,61,fat
184,58,thin
193,57,thin
163,58,normal
212,57,thin
115,60,fat
216,56,thin
202,63,thin
165,59,normal
204,61,thin
122,63,fat
203,65,thin
119,62,fat
115,57,fat
167,62,normal
158,61,normal
141,61,fat
167,59,normal
210,59,thin
142,57,fat
111,58,fat
127,63,fat
124,65,fat
130,60,fat
185,55,thin
149,59,fat
196,62,thin
138,62,fat
183,61,thin
137,60,fat
189,64,thin
147,64,fat
194,63,thin
160,57,normal
178,65,normal
208,62,thin
195,59,thin
154,60,fat
194,57,thin
124,64,fat
153,57,normal
159,63,normal
137,64,fat
110,58,fat
133,57,fat
174,63,normal
140,58,fat
122,59,fat
177,65,normal
200,63,thin
196,60,thin
138,56,fat
187,55,thin
141,65,fat
220,62,thin
141,65,fat
143,57,fat
112,59,fat
198,64,thin
122,56,fat
121,55,fat
192,56,thin
198,59,thin
212,56,thin
128,57,fat
176,58,normal
211,63,thin
171,60,normal
178,62,normal
216,57,thin
211,64,thin
202,58,thin
165,60,normal
125,60,fat
113,57,fat
144,56,fat
132,64,fat
129,57,fat
154,59,normal
202,57,thin
166,55,normal
152,62,fat
141,65,fat
147,59,fat
128,58,fat
159,57,normal
193,59,thin
163,56,normal
196,55,thin
133,61,fat
194,62,thin
178,59,normal
208,56,thin
212,55,thin
174,55,thin
204,65,thin
189,58,thin
146,63,fat
184,55,thin
139,56,fat
180,61,normal
120,59,fat
159,61,normal
156,62,fat
111,61,fat
164,55,normal
160,58,normal
153,63,fat
147,55,fat
152,59,fat
146,63,fat
121,61,fat
117,64,fat
217,56,thin
150,62,fat
163,63,normal
129,65,fat
145,65,fat
183,56,thin
122,55,fat
129,57,fat
199,56,thin
163,64,normal
185,60,thin
182,56,thin
179,62,normal
122,65,fat
187,65,normal
187,60,thin
154,59,normal
119,60,fat
194,61,thin
133,58,fat
215,65,thin
199,57,thin
203,55,thin
113,64,fat
194,58,thin
206,59,thin
186,55,thin
143,58,fat
186,55,thin
171,65,normal
203,60,thin
115,61,fat
185,65,normal
179,60,normal
135,65,fat
174,62,normal
121,62,fat
208,58,thin
197,60,thin
212,57,thin
194,59,thin
149,58,fat
213,59,thin
181,57,thin
205,60,thin
205,58,thin
207,65,thin
141,60,fat
180,64,normal
204,63,thin
183,56,thin
134,59,fat
163,55,normal
168,61,normal
218,56,thin
184,59,thin
162,62,normal
168,59,normal
185,57,thin
190,61,thin
155,60,normal
122,56,fat
112,56,fat
155,65,fat
201,65,thin
117,64,fat
141,61,fat
192,65,thin
115,55,fat
131,60,fat
166,61,normal
173,55,thin
196,65,thin
128,60,fat
122,59,fat
178,58,thin
168,60,normal
139,59,fat
220,58,thin
207,55,thin
214,60,thin
202,63,thin
147,61,fat
193,60,thin
169,65,normal
170,65,normal
202,58,thin
214,60,thin
140,57,fat
145,63,fat
111,64,fat
198,56,thin
216,64,thin
155,58,normal
215,64,thin
197,56,thin
163,57,normal
201,55,thin
169,62,normal
172,60,normal
200,55,thin
168,61,normal
112,65,fat
132,57,fat
196,62,thin
117,61,fat
170,55,normal
137,63,fat
119,63,fat
169,56,normal
211,56,thin
206,56,thin
170,58,normal
217,65,thin
121,57,fat
128,55,fat
184,63,normal
169,55,normal
218,57,thin
160,65,fat
167,63,normal
214,58,thin
146,56,fat
132,63,fat
115,65,fat
116,56,fat
144,62,fat
121,61,fat
169,62,normal
171,57,normal
198,57,thin
176,63,normal
201,59,thin
159,65,fat
208,55,thin
145,64,fat
129,60,fat
126,65,fat
202,59,thin
130,59,fat
191,61,thin
137,55,fat
116,60,fat
116,59,fat
168,64,normal
170,57,normal
119,56,fat
217,63,thin
112,60,fat
115,58,fat
168,62,normal
158,64,fat
168,63,normal
213,55,thin
212,59,thin
